ID	Lat	Lon	Average	Variance	Votes	Geograph URI
107045	51.145	-2.24734	6.2500	6.6875	9,2,7,7	http://www.geograph.org.uk/photo/539214
107046	51.1441	-2.23733	5.3750	3.7344	9,7,5,6,5,2,5,4	http://www.geograph.org.uk/photo/539217
107047	51.136	-2.23586	5.3333	6.2222	2,8,6	http://www.geograph.org.uk/photo/539218
107048	52.9994	-3.19278	4.2500	6.6875	6,10,2,3,5,2,2,4	http://www.geograph.org.uk/photo/542419
107049	51.2355	-2.09039	5.5000	1.2500	5,6,4,7	http://www.geograph.org.uk/photo/539228
107050	52.0611	-0.291855	4.0000	3.5000	4,7,3,2	http://www.geograph.org.uk/photo/539238
107051	53.5698	-1.28417	4.1429	0.9796	6,3,4,5,3,4,4	http://www.geograph.org.uk/photo/539241
107052	52.3425	-0.220683	2.1250	0.3594	2,2,3,2,2,2,3,1	http://www.geograph.org.uk/photo/539243
107054	53.5842	-1.28181	3.4286	2.8163	2,2,7,4,4,2,3	http://www.geograph.org.uk/photo/539250
107055	51.2377	-2.08266	5.2000	0.5600	5,4,5,6,6	http://www.geograph.org.uk/photo/539256
107056	57.4556	-3.29159	5.3000	4.6100	2,4,4,8,6,10,5,5,4,5	http://www.geograph.org.uk/photo/539260
107057	53.5942	-1.29433	2.0000	1.2000	1,2,4,2,1	http://www.geograph.org.uk/photo/539262
107058	51.2372	-2.06189	4.9091	3.9008	5,3,8,6,8,6,5,2,5,2,4	http://www.geograph.org.uk/photo/539280
107059	56.0116	-4.46728	3.4286	1.9592	1,4,4,2,5,5,3	http://www.geograph.org.uk/photo/539284
107060	56.9701	-3.15975	7.3333	3.2222	8,8,10,7,7,4	http://www.geograph.org.uk/photo/539285
107061	56.9858	-3.16633	6.8571	1.5510	9,6,8,5,7,6,7	http://www.geograph.org.uk/photo/539290
107062	56.9867	-3.13607	6.3333	4.8889	7,7,1,8,8,6,9,5,6	http://www.geograph.org.uk/photo/539295
107063	57.006	-3.12135	5.4000	4.6400	5,5,8,1,6,9,6,5,3,6	http://www.geograph.org.uk/photo/539299
107064	51.8783	-4.01172	5.3333	2.5556	5,2,6,7,6,6	http://www.geograph.org.uk/photo/539304
107065	51.9846	-4.65855	4.4000	6.1067	3,6,1,5,6,2,1,4,9,4,8,3,8,2,4	http://www.geograph.org.uk/photo/539320
107066	52.3393	-0.236522	2.5556	1.8025	3,5,2,3,1,3,1,1,4	http://www.geograph.org.uk/photo/539337
107067	51.9828	-4.66019	4.6000	3.0400	4,7,6,4,2	http://www.geograph.org.uk/photo/539339
107068	51.8517	-4.1119	5.6667	4.2222	8,6,7,4,7,2	http://www.geograph.org.uk/photo/539349
107069	51.9757	-4.64797	2.4444	7.8025	1,1,1,10,3,1,1,3,1	http://www.geograph.org.uk/photo/539356
107070	52.3442	-0.227811	3.5000	1.7500	5,4,4,5,2,1,4,3	http://www.geograph.org.uk/photo/539359
107071	53.4171	-0.212403	2.6667	1.7778	3,1,1,5,3,4,1,3,3	http://www.geograph.org.uk/photo/539374
107072	52.338	-0.247584	1.4444	0.9136	1,1,1,4,1,2,1,1,1	http://www.geograph.org.uk/photo/539386
107073	51.2151	-2.0736	5.0000	1.3333	4,4,6,5,4,7	http://www.geograph.org.uk/photo/539404
107074	52.3401	-0.259834	5.2000	2.1600	7,6,6,3,4	http://www.geograph.org.uk/photo/539406
107075	56.3148	-3.76717	4.8889	4.3210	5,6,9,1,3,5,5,4,6	http://www.geograph.org.uk/photo/539413
107076	51.2355	-2.03925	3.7143	3.9184	1,2,3,4,3,6,7	http://www.geograph.org.uk/photo/539428
107077	53.3629	-1.48752	3.6000	2.6400	6,3,5,2,2	http://www.geograph.org.uk/photo/539434
107078	51.7721	-5.08462	3.7143	3.3469	1,2,4,5,3,4,7	http://www.geograph.org.uk/photo/539437
107079	52.3445	-0.257896	2.9091	1.9008	2,3,2,4,5,3,4,1,2,5,1	http://www.geograph.org.uk/photo/539441
107080	52.027	-4.64546	5.7143	4.4898	8,9,3,7,5,4,4	http://www.geograph.org.uk/photo/539458
107081	56.3352	-3.76456	4.4286	4.2449	2,4,3,9,4,4,5	http://www.geograph.org.uk/photo/539471
107082	52.3449	-0.280348	5.8000	4.9600	6,5,8,2,8	http://www.geograph.org.uk/photo/539480
107083	52.3377	-0.281507	4.5000	1.2500	6,4,5,3	http://www.geograph.org.uk/photo/539502
107084	52.3224	-0.279606	4.3750	1.9844	2,4,7,4,5,5,5,3	http://www.geograph.org.uk/photo/539534
107085	56.054	-4.23659	5.7500	1.1875	6,6,4,7	http://www.geograph.org.uk/photo/539539
107086	51.9923	-0.362211	3.7500	2.1875	6,4,2,3	http://www.geograph.org.uk/photo/539544
107087	56.3	-3.74144	4.0000	1.3333	5,4,5,3,5,2	http://www.geograph.org.uk/photo/539545
107088	56.0266	-4.17755	5.5714	6.8163	3,9,3,5,10,5,4	http://www.geograph.org.uk/photo/539546
107089	52.331	-0.271199	2.7500	4.6875	8,2,2,2,4,2,1,1	http://www.geograph.org.uk/photo/539564
107090	52.055	-4.62815	2.6667	1.5556	5,2,3,1,2,3	http://www.geograph.org.uk/photo/539575
107092	52.788	-3.88836	7.2500	1.9375	8,8,6,6,6,6,8,10	http://www.geograph.org.uk/photo/539583
107093	53.6674	-2.61985	3.8000	1.7600	6,3,4,2,4	http://www.geograph.org.uk/photo/539600
107094	57.0385	-2.19793	3.1111	2.0988	1,4,3,4,5,1,5,3,2	http://www.geograph.org.uk/photo/539601
107095	53.6915	-2.60355	5.7500	4.6875	9,6,3,5	http://www.geograph.org.uk/photo/539607
107096	53.7157	-2.56889	2.9000	2.4900	6,4,3,1,2,2,5,2,3,1	http://www.geograph.org.uk/photo/539616
107097	51.2277	-2.07075	5.7500	0.6875	7,5,6,5	http://www.geograph.org.uk/photo/539628
107098	51.2416	-2.01834	2.0000	1.3333	1,4,2,3,1,1	http://www.geograph.org.uk/photo/539631
107099	51.9405	1.26208	1.4000	0.2400	1,2,1,2,1	http://www.geograph.org.uk/photo/539639
107100	51.1822	-2.02661	3.8571	0.9796	3,5,4,2,4,4,5	http://www.geograph.org.uk/photo/539657
107101	51.1835	-2.01002	3.5000	3.2500	6,4,3,1	http://www.geograph.org.uk/photo/539665
107103	50.1376	-5.50537	3.8000	2.9600	3,6,7,3,4,1,3,4,2,5	http://www.geograph.org.uk/photo/539691
107104	52.809	1.26725	4.2000	2.9600	5,2,5,3,8,5,3,2,5,4	http://www.geograph.org.uk/photo/539694
107105	53.1921	-1.57818	3.3333	0.8889	3,2,3,4,3,5	http://www.geograph.org.uk/photo/539702
107106	52.8137	1.26865	3.6667	2.2222	6,2,5,4,2,3	http://www.geograph.org.uk/photo/539703
107107	51.3351	-1.82873	1.8750	0.3594	1,2,3,2,2,1,2,2	http://www.geograph.org.uk/photo/539704
107108	54.3557	-2.08879	5.6667	1.5556	8,6,5,5,6,4	http://www.geograph.org.uk/photo/539716
107109	50.973	-1.50501	4.4000	3.4400	2,6,7,3,4	http://www.geograph.org.uk/photo/539720
107110	51.6405	-2.82669	3.7000	3.0100	3,6,1,1,6,3,5,4,5,3	http://www.geograph.org.uk/photo/539730
107111	52.3074	0.240039	4.8333	1.8056	7,6,4,3,4,5	http://www.geograph.org.uk/photo/539759
107112	52.3076	0.226847	4.1250	1.8594	6,4,4,5,2,5,5,2	http://www.geograph.org.uk/photo/539776
107113	54.872	-3.88367	5.8000	4.1600	2,6,8,6,7	http://www.geograph.org.uk/photo/539779
107114	51.0405	-2.1552	2.0000	1.3333	1,2,1,2,2,5,2,1,2	http://www.geograph.org.uk/photo/539783
107115	53.8285	-1.93071	6.1429	0.6939	7,7,7,5,6,5,6	http://www.geograph.org.uk/photo/539789
107116	57.4969	-2.00367	3.4286	1.9592	4,2,2,4,2,6,4	http://www.geograph.org.uk/photo/539794
107117	53.1374	-1.15128	4.6000	2.6400	3,7,3,4,6	http://www.geograph.org.uk/photo/539799
107118	56.2578	-4.24475	5.3333	2.5556	7,4,4,8,5,4	http://www.geograph.org.uk/photo/539820
107119	56.2691	-4.2577	5.3636	5.1405	10,2,6,8,3,4,3,7,5,6,5	http://www.geograph.org.uk/photo/539825
107120	51.8144	-4.07795	5.6667	1.8889	4,7,4,7,5,7	http://www.geograph.org.uk/photo/539829
107121	53.1352	-1.14428	4.0000	4.5000	6,5,6,5,2,6,1,1	http://www.geograph.org.uk/photo/539830
107122	56.2728	-4.25629	6.8333	1.1389	9,6,7,7,6,6	http://www.geograph.org.uk/photo/539834
107123	56.2597	-4.2313	6.3333	2.0000	5,4,6,7,7,5,9,7,7	http://www.geograph.org.uk/photo/539840
107124	56.2642	-4.23318	4.0000	1.5000	5,2,5,4	http://www.geograph.org.uk/photo/539845
107125	51.8168	-4.07457	6.0000	1.6667	5,6,7,8,4,6	http://www.geograph.org.uk/photo/539846
107126	53.1364	-1.13158	6.0000	6.0000	9,6,7,7,6,1	http://www.geograph.org.uk/photo/539848
107127	56.2749	-4.23542	5.8000	7.7600	8,3,9,2,7	http://www.geograph.org.uk/photo/539850
107128	51.9443	-3.25903	2.8333	3.1389	3,1,4,1,2,6	http://www.geograph.org.uk/photo/539860
107129	51.9564	-3.26359	4.0000	8.3333	2,10,3,5,2,2	http://www.geograph.org.uk/photo/539865
107130	51.8188	-4.08206	5.5455	2.9752	6,7,5,3,2,6,5,8,7,5,7	http://www.geograph.org.uk/photo/539867
107131	53.8243	-1.97873	6.3077	1.4438	6,7,7,8,7,7,8,6,5,5,7,5,4	http://www.geograph.org.uk/photo/539870
107132	51.977	-3.24844	3.5000	0.7500	4,4,2,4	http://www.geograph.org.uk/photo/539874
107133	51.9811	-3.24753	3.1429	0.9796	5,4,3,2,3,3,2	http://www.geograph.org.uk/photo/539884
107134	56.0016	-4.46504	5.2500	1.6875	6,6,3,6	http://www.geograph.org.uk/photo/539885
107135	54.1614	-1.32332	4.1930	4.2259	6,8,3,3,5,4,3,4,2,3,6,3,4,1,2,7,2,1,1,2,4,10,5,5,2,6,3,4,4,6,3,6,4,5,5,4,5,1,1,8,5,3,3,6,5,4,3,6,2,6,6,4,8,8,1,5,3	http://www.geograph.org.uk/photo/539889
107136	53.5083	-1.37538	1.3333	0.2222	1,2,2,1,1,1	http://www.geograph.org.uk/photo/539893
107137	51.9927	-3.24363	4.3750	8.2344	1,9,2,2,5,6,2,8	http://www.geograph.org.uk/photo/539894
107138	54.1791	-1.32272	1.8571	0.4082	2,2,2,3,1,1,2	http://www.geograph.org.uk/photo/539895
107139	55.083	-4.18065	3.5000	0.5833	4,2,4,4,3,4	http://www.geograph.org.uk/photo/539898
107140	56.0261	-4.49613	1.5000	0.5833	1,1,1,1,3,2	http://www.geograph.org.uk/photo/539905
107141	55.0873	-4.18637	5.8000	0.5600	7,5,5,6,6	http://www.geograph.org.uk/photo/539910
107142	51.9936	-3.27949	5.2222	2.6173	6,3,7,4,6,7,3,4,7	http://www.geograph.org.uk/photo/539915
107145	53.9713	-1.51272	6.1429	1.8367	8,7,7,7,4,5,5	http://www.geograph.org.uk/photo/539934
107146	51.9946	-3.30472	4.2857	2.2041	3,6,3,5,6,2,5	http://www.geograph.org.uk/photo/539942
107147	55.7535	-4.66869	6.2000	0.1600	6,6,6,6,7	http://www.geograph.org.uk/photo/539943
107148	56.2482	-4.10471	3.3333	5.7778	1,1,8,3,2,4,2,2,7	http://www.geograph.org.uk/photo/539946
107149	56.0327	-4.48019	5.8000	3.7600	6,3,6,5,9	http://www.geograph.org.uk/photo/539948
107150	52	-3.27297	1.8000	0.5600	2,2,1,3,1	http://www.geograph.org.uk/photo/539953
107151	53.1361	-1.10796	3.1667	4.4722	4,1,4,7,1,2	http://www.geograph.org.uk/photo/539954
107152	55.0739	-4.25771	4.7273	2.1983	2,5,7,6,3,3,5,4,6,6,5	http://www.geograph.org.uk/photo/539955
107153	51.1793	-2.05652	4.2000	1.7600	2,4,6,4,5	http://www.geograph.org.uk/photo/539958
107154	52.0032	-3.26068	5.5000	0.2500	6,6,5,5	http://www.geograph.org.uk/photo/539959
107155	55.0717	-4.28014	6.6667	5.7778	9,8,9,8,6,1,6,5,8	http://www.geograph.org.uk/photo/539967
107156	52.0187	-3.27583	3.7500	6.1875	3,2,8,2	http://www.geograph.org.uk/photo/539974
107157	55.0696	-4.2888	6.7778	4.6173	10,8,7,6,6,6,3,5,10	http://www.geograph.org.uk/photo/539978
107159	52.0305	-3.23258	2.6667	1.8889	4,1,2,1,4,4	http://www.geograph.org.uk/photo/539999
107160	53.1447	-1.10372	3.6667	2.2222	3,5,1,5,3,5	http://www.geograph.org.uk/photo/540003
107161	51.4298	-2.18471	3.0000	1.5000	3,2,2,5	http://www.geograph.org.uk/photo/540012
107162	52.0346	-3.21374	5.5000	1.5833	5,7,7,6,4,4	http://www.geograph.org.uk/photo/540013
107163	50.6604	-1.39355	4.7500	0.1875	5,5,4,5	http://www.geograph.org.uk/photo/540014
107164	51.9353	-3.24961	3.5000	2.5000	4,4,3,4,2,7,2,2	http://www.geograph.org.uk/photo/540021
107165	55.0703	-4.32299	5.2500	0.1875	5,5,5,6	http://www.geograph.org.uk/photo/540024
107166	55.4578	-2.26253	6.0000	2.7500	3,4,6,6,8,7,8,6	http://www.geograph.org.uk/photo/540029
107167	55.0637	-4.30616	7.1667	2.1389	5,7,9,7,6,9	http://www.geograph.org.uk/photo/540030
107168	53.1453	-1.13722	3.8000	2.9600	4,6,1,3,5	http://www.geograph.org.uk/photo/540034
107169	55.4451	-2.26402	4.6667	3.3333	5,6,8,2,5,2,4,4,6	http://www.geograph.org.uk/photo/540039
107170	53.2667	-0.781193	3.4000	1.8400	4,4,3,1,5	http://www.geograph.org.uk/photo/540043
107171	51.9904	-3.15399	5.8000	1.7600	5,5,6,6,8,5,6,4,8,5,7,7,6,3,6	http://www.geograph.org.uk/photo/540054
107172	50.6641	-1.39279	6.5000	7.5833	9,4,9,6,9,2	http://www.geograph.org.uk/photo/540055
107173	54.3737	-0.729082	6.5000	2.2500	5,8,7,8,7,4	http://www.geograph.org.uk/photo/540062
107174	55.4054	-2.72257	4.0000	5.2000	6,2,7,1,4	http://www.geograph.org.uk/photo/540063
107175	53.1465	-1.14824	1.4000	0.2400	2,1,1,2,1	http://www.geograph.org.uk/photo/540070
107176	58.2035	-6.75214	4.4000	3.0400	6,3,3,3,7	http://www.geograph.org.uk/photo/540072
107177	50.8983	-1.9343	5.5000	2.5000	6,6,7,2,6,7,4,6	http://www.geograph.org.uk/photo/540073
107178	54.3635	-0.71062	6.6250	5.4844	9,8,2,9,6,4,8,7	http://www.geograph.org.uk/photo/540075
107179	55.3995	-2.72041	4.7500	2.9375	3,4,7,2,6,7,5,4	http://www.geograph.org.uk/photo/540076
107180	54.3709	-0.718392	5.2857	3.9184	2,3,8,5,7,6,6	http://www.geograph.org.uk/photo/540088
107182	50.7563	-2.89155	4.7500	3.9375	2,3,8,5,4,6,7,3	http://www.geograph.org.uk/photo/540105
107183	53.1541	-1.13507	5.4286	1.9592	7,5,8,5,5,4,4	http://www.geograph.org.uk/photo/540108
107184	50.6614	-1.39113	4.1667	1.1389	3,4,5,4,3,6	http://www.geograph.org.uk/photo/540111
107185	53.738	-2.52309	3.5000	4.2500	5,2,6,1	http://www.geograph.org.uk/photo/540114
107186	58.1856	-6.72471	5.6000	5.0400	4,7,2,8,7	http://www.geograph.org.uk/photo/540116
107187	56.5046	-3.58749	4.1429	1.8367	3,5,2,6,5,5,3	http://www.geograph.org.uk/photo/540122
107189	50.7611	-2.5913	5.0000	2.5714	6,7,7,3,4,3,5	http://www.geograph.org.uk/photo/540137
107190	55.4497	-2.24571	5.5000	5.0500	5,7,8,2,3,5,4,5,6,10	http://www.geograph.org.uk/photo/540150
107191	56.2581	-4.22475	6.1667	2.8056	7,6,4,8,8,4	http://www.geograph.org.uk/photo/540155
107192	53.1665	-1.1249	3.0000	1.3333	4,2,4,4,3,1	http://www.geograph.org.uk/photo/540157
107193	52.8422	-2.91407	4.8000	2.9600	7,6,2,5,4	http://www.geograph.org.uk/photo/540159
107194	56.2643	-4.22834	5.4444	2.4691	2,7,7,7,4,6,5,6,5	http://www.geograph.org.uk/photo/540160
107195	56.276	-4.22418	4.6667	3.5556	4,1,5,6,5,7	http://www.geograph.org.uk/photo/540162
107196	57.8767	-5.71911	7.3333	0.8889	7,6,8,7,9,7	http://www.geograph.org.uk/photo/540164
107197	52.6812	-2.9934	3.1667	1.8056	4,3,4,5,1,2	http://www.geograph.org.uk/photo/540185
107198	55.3748	-2.70639	3.4286	1.9592	2,2,2,5,5,3,5	http://www.geograph.org.uk/photo/540200
107199	55.3707	-2.71958	4.3750	3.9844	5,4,8,3,1,6,3,5	http://www.geograph.org.uk/photo/540203
107200	55.3668	-2.70483	3.7500	3.1875	1,5,7,2,3,3,4,5	http://www.geograph.org.uk/photo/540212
107201	52.5711	-0.840123	4.0000	1.8462	6,3,5,3,4,4,5,6,5,3,4,1,3	http://www.geograph.org.uk/photo/540214
107202	55.3632	-2.7084	5.4615	4.2485	2,6,4,8,6,7,5,6,8,2,3,6,8	http://www.geograph.org.uk/photo/540216
107203	50.7666	-2.4609	4.0000	1.2000	3,3,6,4,4	http://www.geograph.org.uk/photo/540218
107204	51.2123	-2.61539	4.1250	4.1094	2,2,6,6,6,4,1,6	http://www.geograph.org.uk/photo/540224
107205	52.5819	-0.84766	3.6667	1.2222	5,3,5,2,4,3	http://www.geograph.org.uk/photo/540226
107206	51.7364	-4.61425	3.3333	6.8889	1,7,2	http://www.geograph.org.uk/photo/540228
107207	50.7783	-2.46527	5.2222	5.5062	8,10,5,6,4,2,5,4,3	http://www.geograph.org.uk/photo/540231
107208	50.773	-2.44678	4.7500	1.9375	3,4,6,7,5,3,4,6	http://www.geograph.org.uk/photo/540241
107209	52.5866	-0.856395	5.0000	3.7143	5,8,7,3,3,3,6	http://www.geograph.org.uk/photo/540255
107210	52.1176	-1.20498	5.8571	2.1224	5,6,3,6,6,8,7	http://www.geograph.org.uk/photo/540261
107211	55.5172	-2.09313	4.6667	4.8889	1,5,6,6,4,2,6,3,4,5,10,4	http://www.geograph.org.uk/photo/540264
107212	52.585	-0.868836	3.6000	1.8400	5,4,1,4,4	http://www.geograph.org.uk/photo/540269
107213	55.5154	-2.07064	7.6250	3.4844	8,9,5,6,5,9,10,9	http://www.geograph.org.uk/photo/540273
107214	55.5355	-2.04278	5.8571	0.9796	6,8,5,6,5,6,5	http://www.geograph.org.uk/photo/540276
107215	55.534	-2.11203	4.3333	1.8889	3,4,7,3,4,5	http://www.geograph.org.uk/photo/540278
107216	52.5769	-0.870372	3.4286	5.3878	2,8,2,2,2,2,6	http://www.geograph.org.uk/photo/540290
107217	52.3526	-0.343047	3.2000	2.5600	5,5,1,2,3	http://www.geograph.org.uk/photo/540293
107218	52.3674	-0.341612	4.1000	4.6900	3,2,7,6,8,1,3,3,3,5	http://www.geograph.org.uk/photo/540296
107220	52.3933	-0.337847	4.8571	2.9796	3,7,6,3,7,3,5	http://www.geograph.org.uk/photo/540306
107221	52.3981	-0.276073	3.5000	1.2500	2,3,5,4	http://www.geograph.org.uk/photo/540313
107222	52.4066	-0.278976	2.5000	0.7500	2,2,3,3,2,3,4,1	http://www.geograph.org.uk/photo/540316
107223	52.3556	-0.249973	3.3000	1.2100	5,3,4,2,1,3,4,4,4,3	http://www.geograph.org.uk/photo/540319
107224	52.3149	-0.144611	1.8000	1.3600	1,4,1,1,2	http://www.geograph.org.uk/photo/540321
107225	56.4963	-4.79574	5.0000	3.6667	3,5,2,6,7,7	http://www.geograph.org.uk/photo/540322
107226	56.4868	-4.81194	6.0000	8.6667	2,9,7	http://www.geograph.org.uk/photo/540324
107227	58.2055	-6.72003	4.6250	4.7344	6,2,4,6,2,4,4,9	http://www.geograph.org.uk/photo/540327
107228	56.0139	-4.81662	4.8750	2.8594	6,8,4,5,4,4,2,6	http://www.geograph.org.uk/photo/540347
107229	50.6831	-2.43984	3.5000	1.9167	3,6,4,2,4,2	http://www.geograph.org.uk/photo/540351
107230	50.6743	-2.44202	4.7500	3.6875	7,2,6,4	http://www.geograph.org.uk/photo/540366
107231	56.018	-4.81532	4.3750	3.2344	7,1,5,5,3,5,3,6	http://www.geograph.org.uk/photo/540372
107232	50.6884	-2.47741	3.5000	2.9167	3,5,2,1,6,4	http://www.geograph.org.uk/photo/540374
107233	52.5266	-3.38618	3.6000	3.0400	3,5,3,6,1	http://www.geograph.org.uk/photo/540379
107234	52.7752	-3.9016	7.6250	1.7344	9,9,5,7,8,7,9,7	http://www.geograph.org.uk/photo/540380
107235	50.6875	-2.48405	2.8000	2.5600	5,3,1,1,4	http://www.geograph.org.uk/photo/540382
107236	50.6967	-2.49222	3.4000	1.4400	4,5,4,2,2	http://www.geograph.org.uk/photo/540387
107237	58.1971	-6.74941	5.0909	2.0826	6,3,2,6,6,6,7,5,5,4,6	http://www.geograph.org.uk/photo/540394
107238	51.974	-4.64656	3.5000	2.2500	2,5,2,5	http://www.geograph.org.uk/photo/540402
107239	52.3813	-0.0361687	2.0000	1.3333	1,1,2,1,1,2,2,4,4	http://www.geograph.org.uk/photo/540414
107240	57.4708	-1.998	3.2000	3.7600	5,2,6,1,2	http://www.geograph.org.uk/photo/540423
107242	57.4423	-2.01166	3.0000	1.0000	2,2,4,4	http://www.geograph.org.uk/photo/540430
107243	60.5494	-1.11932	2.3333	3.5556	1,1,5	http://www.geograph.org.uk/photo/540436
107244	56.0299	-4.54775	2.7143	0.4898	3,4,2,3,2,3,2	http://www.geograph.org.uk/photo/540442
107245	53.9349	-2.26064	2.5714	1.3878	4,1,4,3,1,2,3	http://www.geograph.org.uk/photo/540444
107246	53.9376	-2.25015	1.1429	0.1224	1,1,1,1,2,1,1	http://www.geograph.org.uk/photo/540450
107247	53.9398	-2.2334	2.6000	0.6400	2,2,4,3,2	http://www.geograph.org.uk/photo/540459
107248	53.8424	-1.57015	3.3333	3.2222	2,2,7,2,3,4	http://www.geograph.org.uk/photo/540467
107249	56.0461	-4.51622	3.0000	1.6000	5,2,4,2,2	http://www.geograph.org.uk/photo/540469
107250	50.166	-5.4898	2.6250	1.7344	1,1,2,3,4,5,3,2	http://www.geograph.org.uk/photo/540472
107252	53.8723	-1.56345	4.7500	0.6875	5,4,4,6	http://www.geograph.org.uk/photo/540478
107253	54.1905	-2.4307	6.5000	4.2500	8,3,8,7	http://www.geograph.org.uk/photo/540486
107254	50.17	-5.48127	4.5385	3.3254	2,3,7,6,6,3,5,2,2,6,5,7,5	http://www.geograph.org.uk/photo/540491
107255	56.0505	-4.53578	7.2500	0.6875	8,8,7,6	http://www.geograph.org.uk/photo/540496
107256	50.1831	-5.46806	4.5714	1.6735	6,6,6,3,4,3,4	http://www.geograph.org.uk/photo/540502
107257	54.2808	-3.22197	6.2857	3.6327	3,7,9,7,7,4,7	http://www.geograph.org.uk/photo/540526
107259	51.6379	-2.68371	3.4000	1.4400	3,4,1,3,6,3,4,4,3,3	http://www.geograph.org.uk/photo/540562
107261	52.9205	1.24187	2.5000	0.9167	3,1,2,3,4,2	http://www.geograph.org.uk/photo/540604
107262	52.9217	1.22202	2.2500	0.1875	2,2,3,2	http://www.geograph.org.uk/photo/540612
107263	56.936	-4.69293	5.4444	4.2469	4,8,5,2,7,3,5,7,8	http://www.geograph.org.uk/photo/540626
107265	53.6503	-1.22773	3.5000	0.9167	3,4,2,3,5,4	http://www.geograph.org.uk/photo/540666
107266	55.9433	-5.69445	4.6667	3.2222	6,6,1,6,5,4	http://www.geograph.org.uk/photo/540669
107267	54.1128	-0.978196	4.3750	2.4844	3,4,8,5,5,4,3,3	http://www.geograph.org.uk/photo/540673
107268	54.1106	-0.976261	3.4286	3.6735	4,1,5,1,2,6,5	http://www.geograph.org.uk/photo/540680
107269	54.1205	-0.969284	5.0000	0.5000	5,6,5,4	http://www.geograph.org.uk/photo/540689
107270	52.0192	-0.510333	4.4286	3.1020	4,2,5,4,8,5,3	http://www.geograph.org.uk/photo/540700
107271	53.6522	-1.23874	5.3333	1.2222	5,6,6,6,6,3	http://www.geograph.org.uk/photo/540701
107272	53.7988	-0.843262	5.5556	3.8025	6,3,4,7,6,10,5,5,4	http://www.geograph.org.uk/photo/540716
107273	52.845	-3.07183	4.3333	7.1111	1,7,4,7,2,9,5,2,2	http://www.geograph.org.uk/photo/540717
107274	52.9053	1.29935	3.2500	3.6875	6,2,4,1	http://www.geograph.org.uk/photo/540718
107275	52.9066	1.31105	4.4000	5.0400	4,8,1,4,5	http://www.geograph.org.uk/photo/540721
107276	53.0565	-3.86382	7.2857	0.7755	6,8,7,7,7,7,9	http://www.geograph.org.uk/photo/540723
107277	55.8517	-2.94202	5.0000	3.0000	5,8,3,5,6,3	http://www.geograph.org.uk/photo/540729
107278	52.1153	-0.0153118	4.2500	2.1875	2,6,3,4,4,2,5,4,3,6,6,6	http://www.geograph.org.uk/photo/540730
107280	55.6752	-2.67172	5.4444	1.8025	8,6,6,3,6,5,6,5,4	http://www.geograph.org.uk/photo/540739
107281	55.6803	-2.67149	4.3333	1.8889	2,6,5,5,3,5	http://www.geograph.org.uk/photo/540744
107282	52.8038	1.40712	3.3333	2.8889	3,2,5,1,3,6	http://www.geograph.org.uk/photo/540745
107283	55.8452	-2.92925	3.8750	2.6094	6,4,1,3,2,5,5,5	http://www.geograph.org.uk/photo/540749
107284	52.8056	1.41661	3.7143	1.3469	4,5,2,4,5,2,4	http://www.geograph.org.uk/photo/540775
107285	60.2026	-1.15118	4.5000	1.5833	6,3,3,5,4,6	http://www.geograph.org.uk/photo/540777
107286	54.0451	-0.871258	4.0000	1.1429	4,5,5,2,4,3,5	http://www.geograph.org.uk/photo/540780
107287	55.989	-3.43995	3.7500	2.6875	3,2,4,4,6,1,6,4	http://www.geograph.org.uk/photo/540783
107288	54.0348	-0.85321	1.5000	0.2500	1,1,2,2	http://www.geograph.org.uk/photo/540784
107289	60.2537	-1.17642	6.4444	1.3580	5,7,7,9,6,5,6,6,7	http://www.geograph.org.uk/photo/540787
107290	54.1059	-0.791134	4.6000	1.0400	6,3,5,5,4	http://www.geograph.org.uk/photo/540790
107291	60.4643	-1.39078	6.3333	1.2222	5,8,7,5,6,7	http://www.geograph.org.uk/photo/540791
107292	52.7852	-2.91346	2.8571	0.6939	2,3,2,2,3,4,4	http://www.geograph.org.uk/photo/540796
107293	54.0466	-0.890158	5.0000	3.0000	2,7,4,5,7,5	http://www.geograph.org.uk/photo/540797
107294	60.4344	-1.06338	6.2500	3.4375	7,10,6,7,3,6,5,6	http://www.geograph.org.uk/photo/540798
107295	51.0305	-1.17723	5.6667	5.2222	4,7,7,5,9,2	http://www.geograph.org.uk/photo/540801
107296	52.1325	-0.10398	4.1667	3.8056	4,1,6,4,3,7	http://www.geograph.org.uk/photo/540804
107297	60.226	-1.33112	6.2000	4.5600	9,3,6,5,8	http://www.geograph.org.uk/photo/540820
107298	52.1533	-0.124878	3.0000	1.6000	2,2,4,6,3,4,2,2,3,2	http://www.geograph.org.uk/photo/540823
107299	52.1528	-0.13908	4.6364	4.2314	8,4,5,8,1,2,5,5,5,5,3	http://www.geograph.org.uk/photo/540829
107300	52.5255	-3.34988	5.8000	2.1600	7,4,4,8,4,8,5,6,6,6	http://www.geograph.org.uk/photo/540831
107301	55.5757	-3.0079	2.6667	1.3333	2,2,2,2,3,5,3,1,4	http://www.geograph.org.uk/photo/540850
107303	52.7784	-2.90694	2.8571	2.6939	1,1,5,2,5,4,2	http://www.geograph.org.uk/photo/540853
107304	55.5829	-3.00428	4.8571	5.2653	5,3,1,5,9,6,5	http://www.geograph.org.uk/photo/540855
107305	58.0387	-6.71324	3.8333	1.8056	5,5,2,4,2,5	http://www.geograph.org.uk/photo/540869
